author,statement,source,date,label,BinaryTarget
W. Gardner Selby,"The Texas Capitol faces South toward Goliad, in memory of the most horrific battle of the Texas Revolution.",Christine Gilbert,11-Jul-15,FALSE,0
Amy Sherman,"The Iran deal says that ""if any other country tries to undermine (Iran's) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies.""",Marco Rubio,22-Jul-15,FALSE,0
Anna Bruzgulis,"The United States is ""fighting with Iraqis to defeat ISIS along with Iran. But in Yemen we're fighting Iran with Iraqis and Saudis.""",Jon Stewart,21-Jul-15,Half True,1
Lauren Carroll,"The five Guantanamo detainees swapped for Bowe Bergdahl ""are right now back on the battlefield.""",Donald Trump,21-Jul-15,FALSE,0
Clay Wirestone,"The federal deficit would pay for 40 gallons of ""New Hampshire maple syrup"" for everyone in the United States.",Kelly Ayotte,1-Jul-15,Half True,1
Christian Belanger,"President Barack Obama ""said at the beginning of the negotiations that the basic approach was to dismantle Iran’s nuclear program in exchange for dismantling the sanctions.""",Tom Cotton,15-Jul-15,FALSE,0
Joshua Gillin,"""Although we have twice the population of Greece, the state of Florida employs three times fewer government employees.""",Jeff  Atwater,13-Jul-15,Half True,1
Will Cabaniss,"""Al Franken said almost exactly what Trump said"" about John McCain’s military record.",Rush Limbaugh,20-Jul-15,Half True,1
Tom Kertscher,"If women seeking an abortion see their ultrasound, ""the odds are pretty high they're going to keep the baby.""",Scott Walker,15-Jul-15,Barely True,0
April Hunt,The murder rate in Atlanta is on the rise this year.,Atlanta neighborhood association,9-Jul-15,TRUE,0
Lauren Carroll,"""We borrow a million dollars every minute.""",Rand Paul,17-Jul-15,Mostly True,1
Amy Sherman,"""A law was passed, apparently in the Clinton administration, about whether, in recruiting offices … Marines or other military should be able to have guns. Apparently it is prohibited.""",Jeb Bush,17-Jul-15,Barely True,0
Linda Qiu,"Says John McCain ""has done nothing to help the vets.""",Donald Trump,19-Jul-15,FALSE,0
Anna Bruzgulis,"""By declaring that Pluto was no longer a planet, the (International Astronomical Union) put into place a planetary definition that would have even declassified Earth as a planet if it existed as far from the sun as Pluto does.""",Other Space,14-Jul-15,Half True,1
Joshua Gillin,Says Bill and Hillary Clinton attended Donald Trump's last wedding.,Carlos Curbelo,10-Jul-15,TRUE,0
Sarah Hauer,"Says ""Scott Walker’s bad budget includes: No weekend for workers.""",Wisconsin State AFL-CIO,8-Jul-15,FALSE,0
Anna Bruzgulis,"""ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m."" in Chattanooga, Tenn.",Pamela Geller,16-Jul-15,FALSE,0
Nancy Badertscher,"Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified.",Police Chief Billy Grogan,14-Jul-15,Mostly True,1
W. Gardner Selby,"""Texas’ high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.""",Rick Perry,2-Jul-15,Barely True,0
Louis Jacobson,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.",Donald Trump,11-Jul-15,FALSE,0
Sean Gorman,"""The actual deportations from the interior of the country are way down"" under President Obama.",Bob Goodlatte,5-Jul-15,TRUE,0
Linda Qiu,"""Four times, I said, he (John McCain) is a hero, but you know ... people choose selective pieces.""",Donald Trump,19-Jul-15,Barely True,0
Louis Jacobson,"The Iran deal ""violates promises the president made to the American people."" ... ""It is not an anytime, anywhere inspection process.""",Marco Rubio,19-Jul-15,Half True,1
Mark  Reynolds,"""It’s commercial vehicles, 18 wheelers and above … that cause 90 plus percent of the damages on our highways and bridges.""",Gina Raimondo,27-May-15,Half True,1
Jon Greenberg,"""In a few months, this deal would give Iran $150 billion"" for its $300 billion to $400 billion economy, which is ""like $8 trillion flowing into the United States treasury.""",Ron Dermer,13-Jul-15,Barely True,0
W. Gardner Selby,"""Texas still owns all of its public lands. If the federal gov't wants to create a park, they must ask permission!""",Glenn Hegar,24-Jun-15,Half True,1
Katie Sanders,"""Obama keeps talking about getting rid of all nuclear weapons. He’s already significantly reduced our capabilities there.""",Dick Cheney,14-Jul-15,Barely True,0
April Hunt,"The California governor ""says yes to poisoning more children with mercury and aluminum"" in vaccines.",Jim Carrey,30-Jun-15,FALSE,0
Keely Herring,"""Christian Pastor in Vermont Sentenced to One Year in Prison After Refusing to Marry Gay Couple""",Bloggers,10-Jul-15,Pants Fire,0
W. Gardner Selby,"Muslims ""attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.""",Chain email,29-Jun-15,FALSE,0
Amy Sherman,"Says Carlos Lopez-Cantera ""even voiced enthusiastic support for bringing an Arizona-style immigration law to Florida, calling the measure 'common sense.’""",Allison Tant,15-Jul-15,Barely True,0
Tom Kertscher,"Says Scott Walker's views on abortion are more restrictive ""than any Republican president in recent times.""",Tammy Baldwin,3-Jun-15,TRUE,0
Jon Greenberg,"""134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.""",Hans von Spakovsky,9-Jul-15,Half True,1
Louis Jacobson,"""Thanks to the Obama administration’s negotiations, Iran’s nuclear program will be under lock, key and camera 24 hours a day, 365 days a year.""",Don Beyer,14-Jul-15,Half True,1
Anna Bruzgulis,"""In New Orleans, nearly 100 percent of our kids are in charter schools.""",Bobby Jindal,15-Jul-15,TRUE,0
Christian Belanger,"""Sen. Rubio’s (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.""",Hillary Clinton,13-Jul-15,Mostly True,1
Casey  McDermott,"Despite keeping distance from national media interviewers, ""I did local press all along, the last three months.""",Hillary Clinton,7-Jul-15,Barely True,0
Joshua Gillin,Says Florida had five sanctuary cities while Jeb Bush was governor.,Donald Trump,11-Jul-15,FALSE,0
Katie Sanders,"Despite what Donald Trump claims, ""there weren’t 15,000 people who turned out in Phoenix"" to see Trump speak.",Rachel Maddow,13-Jul-15,TRUE,0
Lauren Carroll,"Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis.",Hillary Clinton,13-Jul-15,TRUE,0
Tom Kertscher,"Says because of his actions, Wisconsin ""property taxes today are lower than they were four years ago.""",Scott Walker,13-Jul-15,Mostly True,1
Linda Qiu,"""Limberbutt McCubbins (a five-year-old cat) is a candidate"" in the 2016 presidential election.",Limberbutt McCubbins,9-Jul-15,Half True,1
Louis Jacobson,"""The $5 billion website for Obamacare … never worked. Still doesn't work.""",Donald Trump,11-Jul-15,FALSE,0
Katie Sanders,"""We don’t have a (military) reserve force if something happens.""",Joe Theismann,9-Jul-15,FALSE,0
Amy Sherman,"""In the past two years in Congress, I’ve written more bills, passed more amendments on the floor of the House and enacted more of my bills into law than any other member of the House.""",Alan Grayson,9-Jul-15,Mostly True,1
Anna Bruzgulis,"""We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.""",Jan Brewer,8-Jul-15,Barely True,0
Nancy Badertscher,Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.,Tim Lee,30-Jun-15,Mostly True,1
Keely Herring,"Says Chris Christie ""vetoed equal pay for women 3 times. He only let the bill pass once it became a damaging campaign issue.""",Ultraviolet,30-Jun-15,Barely True,0
Louis Jacobson,"For African-Americans between the ages of 17 and 20, ""the real unemployment rate … is 51 percent.""",Bernie Sanders,6-Jul-15,Mostly True,1
Sean Gorman,"Says President Obama ""is reducing our naval fleet to 1917 levels...""",E.W. Jackson,4-Jul-15,Barely True,0
Warren Fiske,"""The United States ranks second worst in income inequality across developed countries,"" after taxes and transfers.",Bobby  Scott,12-Jun-15,Mostly True,1
Joshua Gillin,"""We're destroying more businesses in the United States now than are being created for the first time in our history.""",Carly Fiorina,12-Jul-15,Half True,1
Linda Qiu,"Says Hillary Clinton's ""campaign hasn't been clear about when she wiped her server of her work emails.""",Brianna Keilar,12-Jul-15,Mostly True,1
Jon Greenberg,"""25 percent of federal inmates are noncitizens.""",Larry O'Connor,7-Jul-15,Mostly True,1
James B. Nelson,"Wisconsin’s economy has ""tanked"" under Gov. Scott Walker and ""so far in 2015 over 6,685 people have been laid off, already more than in all of 2014.""",American Bridge 21st Century,1-Jul-15,FALSE,0
Joshua Gillin,"""More businesses are closing than are opening for the first time in our nation's history.""",Todd Wilcox,8-Jul-15,Half True,1
Linda Qiu,"""Bernie Sanders voted against the Brady Bill -- background checks and waiting periods.""",Generation Forward PAC,25-Jun-15,Mostly True,1
April Hunt,"A ""working woman"" will earn $7.70 on $10.",Tom Toles,18-Jun-15,Mostly True,1
Will Cabaniss,"Says Donald Trump has ""given more money to Democratic candidates than Republican candidates.""",Ben Ferguson,2-Jul-15,Barely True,0
Amy Sherman,"Says his ""average federal tax rate"" was 36 percent.",Jeb Bush,30-Jun-15,Half True,1
Anna Bruzgulis,"""Jay-Z and Beyonce Attempt to Buy Rights to Confederate Flag to Prevent Further Use.""",Bloggers,9-Jul-15,Pants Fire,0
Louis Jacobson,"""The Mexican government forces many bad people into our country.""",Donald Trump,8-Jul-15,Pants Fire,0
Lauren Carroll,"""There’s now been three independent investigations (into the bridge scandal) all of which have said"" that Christie did not have prior knowledge of or involvement in the lane closures.",Chris Christie,6-Jul-15,Half True,1
Sarah Hauer,"""In a majority of states, you can now marry freely, but can still be fired for who you love.""",Mark Pocan,26-Jun-15,Mostly True,1
W. Gardner Selby,"""Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.""",Ron Paul,14-Jun-15,TRUE,0
Christian Belanger,"""We have the highest rate of childhood poverty of any major country on Earth.""",Bernie Sanders,5-Jul-15,Barely True,0
Amy Sherman,"Says Jeb Bush ""doesn't believe in a path to citizenship. If he did at one time, he no longer does.""",Hillary Clinton,7-Jul-15,Mostly True,1
Anna Bruzgulis,"In Florida, ""the number of voters who now register as ‘other’ has grown by a million in the last 10 years. Compare that with the Democrats, who only grew by 300,000 and the Republicans who grew by just 200,000.""",Chuck Todd,5-Jul-15,Mostly True,1
Keely Herring,"On support for Trade Promotion Authority, called fast-track",Ted Cruz,23-Jun-15,Full Flop,0
Jon Greenberg,"""President Obama in November of last year wiped away (a program) that allows for shared fingerprinting for those who are behind bars so you know who is here legally and illegally.""",Harris Faulkner,6-Jul-15,Half True,1
Tom Kertscher,"""We've cut the deficit by two-thirds.""",Barack Obama,2-Jul-15,Mostly True,1
Louis Jacobson,A photograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,Dinesh D'Souza,7-Jul-15,Pants Fire,0
Louis Jacobson,"Says Hillary Clinton’s top 10 donors are mainly ""banks, corporations and media,"" while Bernie Sanders’ top 10 donors are labor unions.",Facebook posts,6-Jul-15,Mostly True,1
Joshua Gillin,"""Florida has reduced its carbon emissions by 20 percent since 2005.""",Gus Bilirakis,24-Jun-15,Mostly True,1
April Hunt,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",Metropolitan North Georgia Water Planning District,16-Jun-15,TRUE,0
Lauren Carroll,"""Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.""",Donald Trump,1-Jul-15,Barely True,0
Jon Greenberg,"""Greece is not a big economy. It's about the size of metropolitan Miami.""",Paul Krugman,5-Jul-15,TRUE,0
Linda Qiu,"Says his book, The Art of the Deal, is ""the No. 1 selling business book of all time.""",Donald Trump,1-Jul-15,FALSE,0
James B. Nelson,"After actions by Gov. Scott Walker and Republicans, Wisconsin ""is dead broke.""",Occupy Democrats,15-Mar-15,Pants Fire,0
Sean Gorman,"""The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.""",Randy Forbes,16-Jun-15,Half True,1
Clay Wirestone,Six thousand people have sought addiction treatment through expanded Medicaid.,Maggie Hassan,16-Jun-15,FALSE,0
Jon Greenberg,"""Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.""",Donna Brazile,30-Jun-15,Mostly True,1
Sarah Hauer,"""Less than 1 percent of all the education dollars that we spend are spent on private (school) voucher programs.""",Ted Kanavas,12-Jun-15,Half True,1
